,0,1,2,3,4,5,6
1511,1030.0,Власов Андрей Семёнович,18-08-1990,Дроздова Марина Михайловна,23-09-1993,05-05-2020,1489
1512,3304.0,Симонов Савва Дмитриевич,17-07-1991,Лобанова Полина Андреевна,10-11-1987,09-01-2021,1489
1513,6724.0,Корчагин Даниил Борисович,26-04-1984,Климова Александра Артемьевна,05-06-1999,27-06-2019,1492
1514,9457.0,Белов Евгений Артёмович,12-12-1984,Петровская Амира Тимофеевна,23-11-1993,04-08-2023,1495
1515,1033.0,Жуков Андрей Петрович,27-05-1980,Климова Александра Артемьевна,26-05-1991,17-08-2021,1495
1516,2569.0,Пименов Демид Валерьевич,08-10-1992,Суворова Стефания Артёмовна,04-05-1984,21-03-2019,1495
1517,417.0,Дмитриев Тимофей Михайлович,19-04-1995,Суворова Стефания Артёмовна,12-05-1980,08-09-2022,1498
1518,8680.0,Иванов Иван Макарович,09-06-1984,Комарова Мария Михайловна,23-10-1981,09-12-2019,1499
1519,9206.0,Воробьев Савва Павлович,08-07-1993,Савельева София Мироновна,24-03-1991,04-02-2022,1500
1520,1910.0,Новиков Виктор Маркович,13-01-1999,Петрова Юлия Никитична,07-03-1982,31-07-2023,1501
1521,6403.0,Царев Мартин Андреевич,07-07-1997,Куликова Мелания Платоновна,09-03-1995,17-05-2019,1502
1522,7544.0,Князев Марк Вадимович,09-08-1987,Иванова Дарья Сергеевна,30-01-1997,03-04-2023,1504
1523,7511.0,Ильин Матвей Максимович,21-03-1993,Михайлова София Алексеевна,11-04-1982,07-12-2021,1506
1524,9459.0,Муратов Вячеслав Дмитриевич,01-03-1999,Михеева Аделина Елисеевна,16-07-1988,17-05-2019,1506
1525,3066.0,Федоров Вячеслав Юрьевич,23-06-1984,Алексеева Арина Матвеевна,18-02-1990,18-12-2019,1506
1526,8808.0,Симонов Савва Дмитриевич,20-01-1999,Петровская Амира Тимофеевна,02-08-1997,15-12-2021,1507
1527,9267.0,Романов Вячеслав Савельевич,08-07-1990,Бабушкина Амина Давидовна,10-05-1992,02-08-2022,1508
1528,5384.0,Гусев Станислав Викторович,19-07-1996,Архипова Варвара Макаровна,23-09-1980,15-10-2020,1510
1529,204.0,Мельников Арсений Данилович,22-08-1995,Лукина Арина Кирилловна,23-05-1987,09-02-2023,1511
1530,6284.0,Яковлев Даниил Георгиевич,06-02-1987,Старостина Ульяна Даниэльевна,17-07-1991,24-08-2019,1511
1531,5033.0,Кочетков Андрей Леонидович,05-07-1981,Дементьева Екатерина Лукинична,04-06-1983,22-01-2023,1512
1532,163.0,Калачев Всеволод Леонидович,27-11-1985,Степанова Екатерина Владимировна,31-01-1985,24-08-2020,1514
1533,7503.0,Новиков Андрей Денисович,24-08-1987,Куликова Дарья Георгиевна,03-10-1995,21-02-2018,1515
1534,4876.0,Новиков Виктор Маркович,16-08-1999,Иванова Анна Григорьевна,25-11-1995,23-02-2020,1516
1535,1847.0,Константинов Артемий Викторович,02-11-1981,Савельева София Мироновна,30-10-1990,01-08-2021,1517
1536,2970.0,Смирнов Матвей Максимович,19-06-1987,Вавилова Маргарита Никитична,03-04-1998,04-08-2023,1517
1537,5253.0,Муратов Вячеслав Дмитриевич,15-06-1980,Павлова Александра Ярославовна,31-07-1983,09-08-2023,1522
1538,7149.0,Власов Андрей Семёнович,07-07-1986,Морозова Ева Данииловна,12-10-1998,18-11-2021,1527
1539,6689.0,Ильин Матвей Максимович,09-04-1990,Баранова Дарья Владимировна,31-12-1984,03-07-2023,1527
1540,3605.0,Дегтярев Илья Тимофеевич,17-08-1988,Пахомова Майя Никитична,13-03-1999,11-11-2022,1528
1541,1099.0,Винокуров Степан Николаевич,18-04-1980,Андреева Варвара Арсентьевна,24-05-1995,18-10-2018,1529
1542,8410.0,Жуков Андрей Петрович,16-02-1991,Нечаева Алёна Александровна,27-01-1997,26-03-2021,1529
1543,752.0,Власов Денис Степанович,17-10-1994,Добрынина Милана Данииловна,13-04-1986,07-03-2023,1531
1544,6584.0,Романов Вячеслав Савельевич,04-07-1983,Добрынина Милана Данииловна,15-02-1986,22-09-2019,1531
1545,7517.0,Верещагин Даниил Демидович,27-06-1982,Нечаева Алёна Александровна,22-07-1981,08-08-2022,1532
1546,7133.0,Новиков Андрей Денисович,06-09-1985,Архипова Варвара Макаровна,22-01-1998,21-06-2018,1532
1547,5262.0,Овчинников Владимир Алексеевич,06-03-1980,Дубова Ксения Алексеевна,15-07-1988,09-04-2019,1533
1548,6008.0,Сергеев Марк Алиевич,30-11-1986,Кудряшова Полина Алиевна,27-07-1984,28-08-2019,1533
1549,5664.0,Белов Евгений Артёмович,21-12-1996,Архипова Варвара Макаровна,06-10-1980,15-04-2020,1534
1550,7821.0,Власов Андрей Семёнович,06-09-1993,Мартынова Полина Ивановна,24-12-1984,13-03-2019,1534
1551,6207.0,Новиков Даниил Матвеевич,24-04-1997,Князева Валерия Ивановна,31-03-1980,24-11-2020,1534
1552,8760.0,Соловьев Илья Денисович,18-10-1981,Морозова Дарина Артёмовна,22-10-1991,20-04-2021,1534
1553,8075.0,Титов Артур Артёмович,27-08-1998,Латышева Злата Михайловна,10-05-1992,21-03-2022,1534
1554,9346.0,Воронин Савелий Иванович,05-05-1991,Пахомова Майя Никитична,14-03-1994,16-09-2018,1535
1555,3803.0,Горшков Егор Артёмович,10-04-1999,Кошелева Эмилия Максимовна,20-06-1982,19-10-2022,1535
1556,3923.0,Пименов Демид Валерьевич,20-07-1984,Пирогова Агата Ивановна,04-08-1995,28-09-2023,1539
1557,3569.0,Смирнов Матвей Максимович,16-09-1999,Пирогова Агата Ивановна,17-10-1983,28-05-2022,1539
1558,6382.0,Гусев Станислав Викторович,15-01-1992,Петровская Амира Тимофеевна,19-12-1991,11-06-2021,1541
1559,4424.0,Симонов Савва Дмитриевич,25-08-1994,Бабушкина Амина Давидовна,15-11-1991,31-12-2022,1542
1560,8366.0,Медведев Александр Платонович,19-01-1988,Зайцева Ксения Артемьевна,25-08-1990,03-09-2020,1544
1561,9253.0,Булгаков Иван Владимирович,17-05-1988,Степанова Екатерина Владимировна,01-07-1993,07-06-2020,1546
1562,1919.0,Макаров Давид Артурович,04-01-1986,Лебедева Мария Егоровна,16-10-1994,17-07-2020,1548
1563,9372.0,Родионов Михаил Дмитриевич,16-09-1982,Николаева Алиса Григорьевна,03-07-1985,20-04-2022,1548
1564,9179.0,Фетисов Кирилл Артемьевич,16-08-1995,Попова Вера Ивановна,21-11-1999,07-04-2019,1548
1565,85.0,Молчанов Иван Максимович,10-02-1997,Иванова Алиса Тихоновна,16-05-1982,31-08-2020,1549
1566,8305.0,Муратов Вячеслав Дмитриевич,08-03-1981,Медведева София Ильинична,31-12-1991,23-12-2018,1549
1567,1906.0,Муравьев Тимур Андреевич,15-09-1998,Дементьева Екатерина Лукинична,22-06-1996,10-10-2022,1550
1568,2389.0,Корнилов Олег Вадимович,21-08-1982,Васильева Анна Сергеевна,10-01-1997,20-06-2023,1553
1569,1977.0,Смирнов Дмитрий Григорьевич,16-12-1990,Попова Вера Ивановна,01-09-1980,22-08-2021,1553
1570,6051.0,Попов Вячеслав Михайлович,31-12-1986,Ильина Вероника Олеговна,17-09-1990,20-09-2019,1554
1571,8481.0,Гусев Станислав Викторович,22-05-1989,Суворова Стефания Артёмовна,13-05-1999,18-05-2018,1555
1572,1838.0,Калачев Всеволод Леонидович,09-11-1998,Толкачева Софья Ивановна,11-05-1990,18-01-2020,1556
1573,9056.0,Константинов Артемий Викторович,09-03-1980,Петровская Амира Тимофеевна,03-12-1997,16-02-2021,1557
1574,9723.0,Новиков Андрей Денисович,12-01-1981,Львова Дарина Марковна,15-01-1992,04-05-2021,1558
1575,2412.0,Муратов Вячеслав Дмитриевич,24-08-1981,Иванова Анна Григорьевна,07-10-1987,06-01-2021,1559
1576,4759.0,Смирнов Дамир Даниилович,20-12-1987,Хромова Варвара Леоновна,13-08-1994,05-03-2019,1559
1577,7567.0,Калачев Всеволод Леонидович,25-07-1980,Смирнова Екатерина Михайловна,15-10-1996,29-03-2022,1563
1578,9357.0,Степанов Андрей Григорьевич,29-08-1981,Пирогова Агата Ивановна,16-10-1995,05-07-2020,1563
1579,1541.0,Белоусов Фёдор Даниилович,25-08-1983,Алексеева Ульяна Тимофеевна,07-01-1984,06-03-2019,1564
1580,3686.0,Ширяев Кирилл Ильич,30-06-1994,Смирнова Варвара Борисовна,05-12-1998,27-06-2018,1565
1581,3837.0,Егоров Максим Даниилович,29-11-1982,Кудряшова Полина Алиевна,17-03-1980,14-02-2021,1569
1582,2411.0,Муратов Вячеслав Дмитриевич,13-12-1983,Кочеткова Полина Робертовна,08-04-1997,10-05-2020,1569
