,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
1816,Круглов Роман Максимович,22-07-1989,Петровская Ева Егоровна,02-06-1986,30-12-2019,281
1817,Новиков Виктор Маркович,05-07-1981,Лобанова Полина Андреевна,19-02-1989,23-08-2020,1827
1818,Попов Степан Кириллович,18-05-1982,Латышева Злата Михайловна,11-10-1987,08-07-2021,3362
1819,Суворов Матвей Богданович,10-07-1985,Кошелева Эмилия Максимовна,23-10-1992,15-11-2019,3077
1820,Левин Артемий Степанович,21-01-1988,Смирнова Ясмина Ивановна,25-10-1988,17-12-2021,1621
1821,Белов Евгений Артёмович,18-05-1981,Дементьева Екатерина Лукинична,29-11-1994,22-11-2020,2033
1822,Жуков Андрей Петрович,20-02-1999,Седова София Игоревна,17-10-1996,22-11-2019,1888
1823,Ильин Матвей Максимович,22-10-1990,Дубова Ксения Алексеевна,28-10-1990,08-03-2021,3914
1824,Фетисов Кирилл Артемьевич,29-10-1981,Попова Вера Ивановна,17-03-1999,25-01-2023,2819
1825,Волков Герман Степанович,06-03-1980,Кочеткова Полина Робертовна,11-04-1981,10-07-2021,49
1826,Белоусов Фёдор Даниилович,19-01-1985,Панина Таисия Денисовна,07-09-1982,27-05-2019,4197
1827,Медведев Артём Ярославович,18-02-1982,Мартынова Полина Ивановна,27-08-1986,21-05-2022,395
1828,Яковлев Даниил Георгиевич,19-05-1985,Смирнова Ясмина Ивановна,13-11-1988,02-06-2019,1349
1829,Суворов Матвей Богданович,27-03-1981,Лобанова Полина Андреевна,17-03-1993,01-06-2019,2222
1830,Дмитриев Тимофей Михайлович,10-07-1985,Комарова Мария Михайловна,29-11-1983,07-09-2019,2146
1831,Дмитриев Тимофей Михайлович,18-03-1986,Смирнова Екатерина Михайловна,20-06-1989,04-12-2022,364
1832,Васильев Давид Тимофеевич,28-03-1983,Кочеткова Полина Робертовна,23-10-1989,13-02-2023,904
1833,Круглов Роман Максимович,11-09-1995,Лобанова Полина Андреевна,22-04-1983,22-02-2018,1812
1834,Дегтярев Илья Тимофеевич,13-08-1995,Дементьева Екатерина Лукинична,25-10-1980,24-10-2019,3532
1835,Смирнов Лев Михайлович,25-05-1994,Дементьева Екатерина Лукинична,11-04-1999,02-06-2019,4335
1836,Овчинников Владимир Алексеевич,10-02-1980,Казакова Арина Александровна,09-07-1980,15-09-2020,329
1837,Ефремов Дмитрий Всеволодович,20-11-1995,Смирнова Варвара Борисовна,25-01-1998,05-04-2023,2630
1838,Иванов Михаил Сергеевич,30-12-1982,Пахомова Майя Никитична,28-11-1981,17-01-2019,768
1839,Соловьев Илья Денисович,28-01-1980,Кошелева Эмилия Максимовна,02-01-1991,29-11-2019,2785
1840,Гусев Станислав Викторович,09-10-1990,Васильева Полина Михайловна,15-07-1986,07-03-2020,2532
1841,Михайлов Артём Андреевич,27-11-1993,Лукина Арина Кирилловна,11-05-1994,13-03-2023,2524
1842,Верещагин Даниил Демидович,21-11-1986,Суворова Стефания Артёмовна,12-03-1989,28-05-2020,1263
1843,Гусев Станислав Викторович,13-12-1986,Панина Таисия Денисовна,02-07-1981,09-09-2022,2086
1844,Миронов Фёдор Григорьевич,07-09-1981,Седова София Игоревна,07-06-1980,16-11-2023,3026
1845,Пантелеев Максим Алексеевич,17-07-1987,Павлова Агата Савельевна,08-03-1985,21-11-2018,4579
1846,Беляков Матвей Егорович,15-04-1993,Куликова Мелания Платоновна,19-08-1994,11-11-2021,4686
1847,Калачев Всеволод Леонидович,27-10-1998,Рябова Елизавета Владимировна,14-04-1986,16-12-2019,4402
1848,Новиков Даниил Матвеевич,13-03-1988,Петровская Ева Егоровна,24-08-1990,29-06-2021,2961
1849,Иванов Владимир Владиславович,15-07-1998,Иванова Алиса Тихоновна,18-03-1981,30-06-2022,3303
1850,Родионов Михаил Дмитриевич,14-04-1992,Вишневская Алисия Андреевна,04-10-1989,05-12-2021,3195
1851,Осипов Дмитрий Платонович,10-11-1981,Васильева Анна Сергеевна,09-10-1994,02-11-2020,2445
1852,Фомин Лев Александрович,27-02-1981,Хромова Варвара Леоновна,10-08-1998,15-07-2022,3920
1853,Сергеев Марк Алиевич,30-08-1988,Самсонова Виктория Степановна,22-09-1994,28-03-2019,252
1854,Симонов Савва Дмитриевич,04-09-1983,Медведева София Ильинична,16-05-1991,10-01-2020,3831
1855,Смирнов Дамир Даниилович,02-06-1987,Назарова Вероника Платоновна,29-02-1984,08-01-2020,3354
1856,Дегтярев Илья Тимофеевич,06-07-1989,Петухова Алиса Алексеевна,22-06-1987,07-04-2022,2957
1857,Дмитриев Тимофей Михайлович,13-11-1991,Васильева Анна Сергеевна,25-10-1986,20-11-2018,3827
1858,Макаров Давид Артурович,27-09-1988,Васильева Анна Сергеевна,23-03-1997,01-04-2019,1180
1859,Васильев Павел Артёмович,26-08-1987,Толкачева Софья Ивановна,15-09-1997,17-02-2019,3468
1860,Казанцев Марк Назарович,17-08-1993,Иванова Дарья Сергеевна,21-05-1996,30-12-2022,2658
1861,Казанцев Марк Назарович,16-12-1981,Петровская Амира Тимофеевна,20-09-1993,17-06-2020,4782
1862,Новиков Виктор Маркович,10-08-1985,Маркова Мария Леоновна,08-10-1989,16-02-2022,4392
1863,Новиков Андрей Денисович,10-06-1985,Петрова Аделина Данииловна,09-03-1989,15-07-2019,1193
1864,Васильев Егор Тимофеевич,14-05-1997,Толкачева Софья Ивановна,21-02-1983,31-12-2023,2871
1865,Колесов Адам Петрович,07-11-1991,Зайцева Ксения Артемьевна,27-04-1998,24-12-2021,464
1866,Власов Андрей Семёнович,16-09-1996,Казакова Арина Александровна,09-07-1986,09-09-2020,4931
1867,Власов Андрей Семёнович,15-03-1992,Добрынина Милана Данииловна,28-05-1997,18-12-2022,498
1868,Булгаков Иван Владимирович,02-11-1997,Розанова Виктория Кирилловна,20-08-1993,16-10-2022,3521
1869,Белоусов Фёдор Даниилович,28-07-1991,Степанова Екатерина Владимировна,21-10-1988,04-07-2021,2692
1870,Марков Максим Александрович,10-09-1992,Куликова Мелания Платоновна,20-06-1987,21-04-2021,4538
1871,Левин Артемий Степанович,13-10-1996,Зайцева Вероника Саввична,30-09-1992,01-02-2020,2442
1872,Пименов Демид Валерьевич,06-03-1984,Самсонова Виктория Степановна,09-07-1987,15-07-2022,2182
1873,Соловьев Илья Денисович,07-08-1991,Назарова Алина Михайловна,07-11-1992,24-03-2022,264
1874,Медведев Александр Платонович,29-11-1983,Медведева София Ильинична,27-03-1983,10-02-2023,1108
1875,Смирнов Матвей Максимович,05-08-1982,Самсонова Виктория Степановна,26-10-1985,14-03-2022,1794
1876,Горбачев Александр Тихонович,12-01-1988,Мартынова Полина Ивановна,19-12-1987,18-11-2020,1970
1877,Осипов Дмитрий Платонович,28-05-1987,Куликова Дарья Георгиевна,08-04-1998,22-01-2021,3920
1878,Осипов Максим Максимович,27-04-1985,Петрова Юлия Никитична,17-11-1986,28-11-2022,3615
1879,Пантелеев Максим Алексеевич,29-05-1992,Комарова Мария Михайловна,15-03-1989,19-10-2023,455
1880,Смирнов Лев Михайлович,27-02-1999,Крылова Елизавета Владиславовна,02-12-1989,08-07-2022,3089
1881,Попов Степан Кириллович,11-09-1999,Князева Валерия Ивановна,11-10-1981,23-09-2021,3922
1882,Данилов Владимир Егорович,04-08-1991,Смирнова Варвара Борисовна,08-03-1983,14-02-2019,3357
