,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
1177,Смирнов Лев Михайлович,31-12-1997,Самсонова Виктория Степановна,25-10-1999,01-09-2019,8845
1178,Дмитриев Тимофей Михайлович,18-12-1981,Григорьева Ксения Данииловна,29-01-1989,17-11-2021,8304
1179,Жуков Андрей Петрович,29-04-1991,Богомолова Лидия Вячеславовна,25-08-1996,24-03-2021,7255
1180,Новиков Виктор Маркович,22-10-1992,Назарова Ульяна Арсеновна,06-03-1985,26-07-2022,3644
1181,Иванов Даниил Сергеевич,17-08-1994,Антипова София Игоревна,06-10-1982,06-08-2018,8162
1182,Иванов Владимир Владиславович,02-02-1981,Пирогова Агата Ивановна,14-04-1989,09-10-2018,408
1183,Новиков Виктор Маркович,01-03-1980,Крылова Елизавета Владиславовна,29-07-1980,04-12-2019,792
1184,Ширяев Кирилл Ильич,26-04-1990,Попова Вера Ивановна,21-07-1983,19-11-2023,244
1185,Шестаков Константин Степанович,08-11-1983,Назарова Вероника Платоновна,13-04-1996,17-07-2022,5456
1186,Федоров Вячеслав Юрьевич,30-12-1982,Емельянова Арина Артёмовна,08-06-1983,07-07-2021,7588
1187,Новиков Даниил Матвеевич,15-03-1981,Бабушкина Амина Давидовна,16-04-1982,29-03-2020,1140
1188,Герасимов Давид Петрович,18-07-1999,Самойлова Дарина Кирилловна,02-04-1991,25-12-2018,7706
1189,Миронов Фёдор Григорьевич,31-05-1987,Баранова Дарья Владимировна,21-11-1982,27-12-2022,4384
1190,Левин Артемий Степанович,08-03-1982,Дроздова Марина Михайловна,18-03-1989,25-03-2020,844
1191,Казанцев Марк Назарович,01-06-1991,Колосова Виктория Дмитриевна,16-07-1995,29-06-2023,472
1192,Степанов Андрей Григорьевич,02-04-1982,Бабушкина Амина Давидовна,21-05-1998,27-02-2021,4489
1193,Левин Артемий Степанович,29-08-1988,Архипова Варвара Макаровна,04-08-1999,06-04-2019,9642
1194,Власов Андрей Семёнович,13-10-1994,Кудряшова Полина Алиевна,17-03-1988,15-04-2018,705
1195,Степанов Андрей Григорьевич,06-05-1983,Павлова Александра Ярославовна,15-03-1988,18-10-2021,3712
1196,Булгаков Иван Владимирович,12-05-1980,Борисова Вероника Савельевна,01-07-1998,18-08-2023,4027
1197,Савельев Роман Михайлович,18-05-1989,Дроздова Марина Михайловна,29-01-1992,23-09-2022,7498
1198,Верещагин Даниил Демидович,06-11-1993,Кочеткова Полина Робертовна,03-02-1991,07-12-2018,8805
1199,Пименов Демид Валерьевич,06-01-1982,Смирнова Ясмина Ивановна,09-01-1986,25-10-2022,1768
1200,Корнилов Олег Вадимович,10-06-1987,Иванова Дарья Сергеевна,26-10-1992,25-05-2021,3077
1201,Осипов Максим Максимович,02-05-1998,Бабушкина Амина Давидовна,23-06-1980,15-12-2023,5453
1202,Давыдов Иван Матвеевич,02-10-1983,Иванова Анна Григорьевна,11-06-1994,05-08-2018,4956
1203,Власов Андрей Семёнович,18-08-1989,Кудряшова Полина Алиевна,12-03-1990,13-10-2021,185
1204,Корчагин Даниил Борисович,12-01-1986,Ильина Вероника Олеговна,12-08-1997,20-10-2019,8354
1205,Пантелеев Максим Алексеевич,30-01-1999,Смирнова Варвара Борисовна,08-03-1991,13-04-2022,9298
1206,Иванов Даниил Сергеевич,11-02-1985,Баранова Дарья Владимировна,19-12-1991,25-11-2018,4407
1207,Воронин Савелий Иванович,19-04-1996,Назарова Вероника Платоновна,12-03-1997,08-02-2022,224
1208,Михайлов Артём Андреевич,27-01-1996,Латышева Злата Михайловна,08-12-1987,02-01-2022,6981
1209,Ефремов Дмитрий Всеволодович,06-09-1995,Назарова Вероника Платоновна,24-08-1989,05-04-2023,2342
1210,Осипов Максим Максимович,18-01-1994,Борисова София Фёдоровна,22-03-1996,22-11-2023,2932
1211,Васильев Давид Тимофеевич,17-06-1999,Крылова Елизавета Владиславовна,05-08-1992,19-12-2019,8121
1212,Яковлев Даниил Георгиевич,17-08-1988,Куликова Дарья Георгиевна,04-10-1995,03-05-2018,1998
1213,Герасимов Давид Петрович,18-12-1990,Васильева Полина Михайловна,22-02-1985,14-04-2023,3940
1214,Иванов Даниил Сергеевич,20-10-1989,Дубова Ксения Алексеевна,08-06-1999,11-09-2019,5292
1215,Круглов Роман Максимович,24-11-1984,Козлова Ясмина Михайловна,05-04-1986,06-03-2021,2485
1216,Воробьев Савва Павлович,05-03-1991,Смирнова Екатерина Михайловна,12-10-1983,17-01-2019,7272
1217,Муравьев Тимур Андреевич,03-12-1989,Зайцева Ксения Артемьевна,03-02-1992,07-06-2020,8359
1218,Герасимов Давид Петрович,24-03-1986,Николаева Алиса Григорьевна,17-10-1989,13-02-2021,9607
1219,Колесов Адам Петрович,09-03-1991,Лобанова Полина Андреевна,27-06-1997,25-04-2020,2158
1220,Суворов Матвей Богданович,11-06-1986,Григорьева Ксения Данииловна,02-01-1982,02-03-2021,9175
1221,Данилов Владимир Егорович,29-08-1988,Пахомова Майя Никитична,09-07-1985,20-04-2023,6509
1222,Медведев Александр Платонович,03-03-1997,Иванова Алиса Тихоновна,09-02-1997,02-06-2021,4808
1223,Марков Максим Александрович,28-12-1993,Хромова Варвара Леоновна,03-10-1984,24-09-2019,9231
1224,Фомин Лев Александрович,19-03-1991,Назарова Алина Михайловна,18-04-1996,23-04-2023,7397
1225,Сергеев Марк Алиевич,21-09-1984,Назарова Алина Михайловна,25-05-1980,09-09-2023,4875
1226,Суворов Матвей Богданович,28-02-1998,Дементьева Екатерина Никитична,10-01-1998,21-05-2018,603
1227,Винокуров Степан Николаевич,19-10-1980,Алексеева Арина Матвеевна,09-05-1995,09-03-2019,3276
1228,Дегтярев Илья Тимофеевич,10-12-1984,Борисова София Фёдоровна,23-05-1998,20-02-2020,6525
1229,Смирнов Дамир Даниилович,14-02-1980,Рябова Елизавета Владимировна,23-01-1997,30-07-2019,2577
1230,Горшков Егор Артёмович,24-11-1994,Кузина Полина Ильинична,08-05-1995,01-12-2022,6648
1231,Федоров Вячеслав Юрьевич,02-08-1994,Ершова София Максимовна,22-01-1990,12-11-2021,625
1232,Иванов Иван Макарович,18-04-1988,Самсонова Виктория Степановна,03-01-1980,12-11-2018,1478
1233,Пантелеев Максим Алексеевич,07-02-1991,Лукина Арина Кирилловна,03-11-1980,21-03-2020,8922
1234,Смирнов Лев Михайлович,25-04-1982,Зайцева Вероника Саввична,12-12-1996,27-01-2018,8600
1235,Буров Дмитрий Лукич ,24-11-1981,Козлова Мария Алексеевна,23-05-1981,13-04-2020,5962
1236,Винокуров Степан Николаевич,27-03-1989,Медведева София Ильинична,24-04-1989,23-10-2023,2286
1237,Королев Владимир Даниилович,09-01-1988,Казакова Арина Александровна,10-01-1988,03-10-2023,3946
1238,Круглов Роман Максимович,10-10-1998,Комарова Мария Михайловна,05-09-1996,22-12-2018,4075
1239,Родионов Михаил Дмитриевич,02-03-1990,Колосова Виктория Дмитриевна,10-09-1991,31-08-2018,4743
1240,Медведев Александр Платонович,05-04-1993,Назарова Алина Михайловна,30-06-1981,29-07-2023,2772
1241,Пантелеев Максим Алексеевич,24-03-1989,Смирнова Екатерина Михайловна,01-02-1982,15-12-2018,2381
